Date 	Tmin 	Tmax
02/02/1998	18.72	18.72
03/02/1998	15.33	15.33
04/02/1998	18.22	18.22
06/02/1998	22.06	22.06
07/02/1998	19.39	19.39
08/02/1998	17.33	17.33
09/02/1998	15.78	15.78
10/02/1998	17.56	17.56
11/02/1998	17.78	17.78
12/02/1998	17.39	17.39
13/02/1998	19.89	19.89
14/02/1998	17.28	17.28
15/02/1998	17.17	17.17
16/02/1998	17.89	17.89
17/02/1998	18.11	18.11
18/02/1998	17.72	17.72
19/02/1998	17.39	17.39
20/02/1998	18.67	18.67
21/02/1998	18.72	18.72
22/02/1998	17.89	17.89
23/02/1998	19.39	19.39
24/02/1998	20.17	20.17
25/02/1998	20.22	20.22
26/02/1998	19.67	19.67
06/03/1998	20.28	20.28
08/03/1998	18.94	18.94
13/03/1998	22.83	22.83
17/03/1998	21.11	21.11
21/03/1998	18.06	18.06
24/03/1998	19.89	19.89
25/03/1998	20.22	20.22
27/03/1998	18.89	18.89
28/03/1998	20.17	20.17
29/03/1998	20.22	20.22
31/03/1998	20.94	20.94
01/04/1998	20.50	20.50
02/04/1998	20.22	20.22
03/04/1998	20.72	20.72
04/04/1998	19.83	19.83
05/04/1998	18.39	18.39
08/04/1998	18.67	18.67
10/04/1998	19.17	19.17
12/04/1998	18.72	18.72
13/04/1998	18.22	18.22
14/04/1998	17.39	17.39
15/04/1998	17.44	17.44
16/04/1998	18.61	18.61
17/04/1998	21.06	21.06
18/04/1998	18.28	18.28
19/04/1998	19.61	19.61
20/04/1998	18.89	18.89
21/04/1998	18.78	18.78
22/04/1998	19.72	19.72
23/04/1998	16.22	16.22
29/04/1998	17.61	17.61
30/04/1998	14.78	14.78
01/05/1998	16.44	16.44
03/05/1998	17.06	17.06
04/05/1998	17.94	17.94
05/05/1998	17.83	17.83
07/05/1998	17.06	17.06
08/05/1998	15.94	15.94
11/05/1998	18.50	18.50
12/05/1998	16.33	16.33
14/05/1998	20.50	20.50
15/05/1998	16.56	16.56
16/05/1998	17.83	17.83
19/05/1998	15.00	15.00
20/05/1998	17.28	17.28
22/05/1998	19.28	19.28
23/05/1998	17.89	17.89
24/05/1998	19.83	19.83
27/05/1998	17.78	17.78
29/05/1998	18.06	18.06
31/05/1998	16.00	16.00
01/06/1998	15.67	15.67
02/06/1998	17.50	17.50
03/06/1998	17.06	17.06
05/06/1998	17.89	17.89
06/06/1998	17.44	17.44
08/06/1998	15.67	15.67
09/06/1998	17.56	17.56
10/06/1998	16.00	16.00
12/06/1998	18.94	18.94
15/06/1998	17.11	17.11
16/06/1998	15.72	15.72
17/06/1998	17.44	17.44
19/06/1998	16.50	16.50
20/06/1998	18.78	18.78
21/06/1998	14.83	14.83
24/06/1998	14.78	14.78
26/06/1998	15.78	15.78
27/06/1998	16.56	16.56
28/06/1998	14.11	14.11
29/06/1998	16.00	16.00
30/06/1998	17.56	17.56
03/07/1998	18.50	18.50
04/07/1998	16.22	16.22
05/07/1998	20.22	20.22
06/07/1998	17.56	17.56
09/07/1998	14.83	14.83
10/07/1998	15.67	15.67
11/07/1998	17.89	17.89
12/07/1998	17.22	17.22
13/07/1998	17.56	17.56
14/07/1998	16.44	16.44
15/07/1998	15.61	15.61
16/07/1998	12.39	12.39
17/07/1998	14.50	14.50
19/07/1998	13.61	13.61
20/07/1998	15.28	15.28
21/07/1998	15.78	15.78
22/07/1998	17.61	17.61
23/07/1998	19.28	19.28
01/08/1998	18.67	18.67
07/08/1998	12.00	12.00
08/08/1998	15.50	15.50
11/08/1998	18.89	18.89
12/08/1998	16.39	16.39
14/08/1998	19.22	19.22
15/08/1998	13.72	13.72
19/08/1998	10.83	10.83
22/08/1998	16.78	16.78
27/08/1998	15.44	15.44
30/08/1998	18.50	18.50
31/08/1998	17.56	17.56
11/09/1998	16.00	16.00
12/09/1998	13.22	13.22
13/09/1998	19.17	19.17
14/09/1998	17.44	17.44
18/09/1998	16.28	16.28
20/09/1998	18.00	18.00
02/10/1998	16.00	16.00
03/10/1998	15.22	15.22
04/10/1998	11.06	11.06
05/10/1998	17.00	17.00
06/10/1998	17.00	17.00
09/10/1998	16.94	16.94
10/10/1998	20.33	20.33
12/10/1998	19.44	19.44
13/10/1998	14.00	14.00
14/10/1998	16.17	16.17
21/10/1998	15.22	15.22
24/11/1998	15.89	15.89
25/11/1998	19.39	19.39
26/11/1998	16.94	16.94
01/12/1998	16.00	16.00
02/12/1998	18.28	18.28
04/12/1998	18.06	18.06
05/12/1998	24.00	24.00
11/12/1998	14.44	14.44
26/12/1998	14.22	14.22
27/12/1998	12.11	12.11
02/01/1999	18.50	18.50
29/01/1999	18.72	18.72
03/02/1999	21.78	21.78
04/02/1999	18.22	18.22
06/02/1999	17.00	17.00
10/02/1999	24.44	24.44
11/02/1999	19.50	19.50
12/02/1999	21.72	21.72
13/02/1999	18.89	18.89
14/02/1999	19.78	19.78
15/02/1999	21.83	21.83
16/02/1999	21.83	21.83
17/02/1999	22.61	22.61
18/02/1999	20.39	20.39
20/02/1999	23.39	23.39
21/02/1999	18.33	18.33
22/02/1999	17.17	17.17
26/02/1999	18.78	18.78
02/03/1999	19.83	19.83
04/03/1999	16.56	16.56
06/03/1999	18.28	18.28
09/03/1999	17.17	17.17
13/03/1999	19.06	19.06
14/03/1999	17.00	17.00
15/03/1999	15.72	15.72
19/03/1999	20.50	20.50
20/03/1999	17.78	17.78
25/03/1999	19.89	19.89
27/03/1999	17.28	17.28
28/03/1999	17.06	17.06
02/04/1999	22.33	22.33
07/04/1999	12.72	12.72
08/04/1999	20.83	20.83
13/04/1999	17.56	17.56
22/04/1999	18.28	18.28
25/04/1999	17.89	17.89
26/04/1999	15.83	15.83
28/04/1999	18.06	18.06
04/05/1999	14.89	14.89
06/05/1999	16.44	16.44
08/05/1999	14.78	14.78
20/06/1999	16.61	16.61
21/06/1999	17.17	17.17
22/06/1999	15.94	15.94
24/06/1999	17.72	17.72
12/08/1999	18.39	18.39
18/10/1999	14.00	14.00
20/10/1999	15.11	15.11
10/11/1999	13.78	13.78
01/01/1994	20.56	20.56
02/01/1994	17.22	17.22
03/01/1994	22.61	22.61
04/01/1994	19.72	19.72
05/01/1994	19.22	19.22
06/01/1994	19.83	19.83
07/01/1994	21.39	21.39
08/01/1994	19.44	19.44
09/01/1994	19.00	19.00
10/01/1994	18.44	18.44
11/01/1994	20.33	20.33
12/01/1994	21.28	21.28
13/01/1994	21.56	21.56
14/01/1994	23.50	23.50
15/01/1994	21.00	21.00
16/01/1994	21.06	21.06
17/01/1994	18.39	18.39
18/01/1994	21.33	21.33
19/01/1994	23.28	23.28
20/01/1994	20.61	20.61
21/01/1994	25.28	25.28
22/01/1994	24.67	24.67
23/01/1994	23.00	23.00
24/01/1994	22.00	22.00
25/01/1994	20.72	20.72
26/01/1994	19.11	19.11
27/01/1994	23.61	23.61
28/01/1994	23.61	23.61
29/01/1994	23.39	23.39
30/01/1994	22.83	22.83
31/01/1994	22.44	22.44
01/02/1994	5.72	5.72
02/02/1994	21.83	21.83
03/02/1994	21.28	21.28
04/02/1994	21.83	21.83
05/02/1994	22.78	22.78
06/02/1994	21.67	21.67
07/02/1994	23.22	23.22
08/02/1994	21.72	21.72
09/02/1994	19.00	19.00
10/02/1994	22.28	22.28
11/02/1994	22.83	22.83
12/02/1994	19.17	19.17
13/02/1994	21.67	21.67
14/02/1994	16.67	16.67
15/02/1994	17.33	17.33
16/02/1994	20.50	20.50
17/02/1994	17.11	17.11
18/02/1994	19.89	19.89
19/02/1994	21.78	21.78
20/02/1994	23.67	23.67
21/02/1994	21.28	21.28
22/02/1994	23.33	23.33
23/02/1994	20.67	20.67
24/02/1994	23.22	23.22
25/02/1994	20.06	20.06
26/02/1994	18.56	18.56
27/02/1994	20.33	20.33
28/02/1994	18.56	18.56
01/03/1994	22.28	22.28
02/03/1994	20.89	20.89
03/03/1994	22.78	22.78
04/03/1994	19.17	19.17
05/03/1994	21.22	21.22
06/03/1994	18.56	18.56
07/03/1994	21.44	21.44
08/03/1994	20.39	20.39
09/03/1994	19.33	19.33
10/03/1994	20.11	20.11
11/03/1994	20.50	20.50
12/03/1994	20.72	20.72
13/03/1994	18.50	18.50
14/03/1994	17.72	17.72
15/03/1994	20.78	20.78
16/03/1994	20.83	20.83
17/03/1994	20.44	20.44
18/03/1994	19.06	19.06
19/03/1994	18.50	18.50
20/03/1994	17.89	17.89
21/03/1994	18.17	18.17
22/03/1994	20.44	20.44
23/03/1994	21.33	21.33
24/03/1994	20.67	20.67
25/03/1994	19.22	19.22
26/03/1994	16.94	16.94
27/03/1994	18.39	18.39
28/03/1994	20.22	20.22
29/03/1994	23.83	23.83
30/03/1994	21.17	21.17
31/03/1994	19.39	19.39
01/04/1994	18.22	18.22
02/04/1994	19.28	19.28
03/04/1994	18.67	18.67
04/04/1994	19.39	19.39
05/04/1994	19.94	19.94
06/04/1994	19.72	19.72
07/04/1994	17.56	17.56
08/04/1994	17.06	17.06
09/04/1994	20.44	20.44
10/04/1994	19.28	19.28
11/04/1994	20.33	20.33
12/04/1994	21.39	21.39
13/04/1994	22.17	22.17
14/04/1994	20.89	20.89
15/04/1994	18.33	18.33
16/04/1994	19.11	19.11
17/04/1994	17.83	17.83
18/04/1994	19.44	19.44
19/04/1994	20.56	20.56
20/04/1994	18.78	18.78
21/04/1994	17.72	17.72
22/04/1994	17.33	17.33
23/04/1994	20.22	20.22
24/04/1994	18.22	18.22
25/04/1994	19.06	19.06
26/04/1994	18.39	18.39
27/04/1994	18.72	18.72
28/04/1994	16.44	16.44
29/04/1994	19.33	19.33
30/04/1994	18.39	18.39
01/05/1994	18.78	18.78
02/05/1994	17.56	17.56
03/05/1994	20.67	20.67
04/05/1994	19.83	19.83
05/05/1994	20.94	20.94
06/05/1994	15.72	15.72
07/05/1994	16.78	16.78
08/05/1994	17.67	17.67
09/05/1994	19.83	19.83
10/05/1994	18.56	18.56
11/05/1994	17.17	17.17
12/05/1994	19.06	19.06
13/05/1994	19.22	19.22
14/05/1994	19.00	19.00
15/05/1994	18.00	18.00
16/05/1994	18.33	18.33
17/05/1994	19.17	19.17
18/05/1994	17.67	17.67
19/05/1994	17.06	17.06
20/05/1994	19.06	19.06
21/05/1994	18.11	18.11
22/05/1994	17.00	17.00
23/05/1994	17.06	17.06
24/05/1994	20.00	20.00
25/05/1994	19.50	19.50
26/05/1994	14.83	14.83
27/05/1994	17.28	17.28
28/05/1994	17.17	17.17
29/05/1994	16.44	16.44
30/05/1994	19.00	19.00
31/05/1994	18.28	18.28
01/06/1994	18.28	18.28
02/06/1994	16.44	16.44
03/06/1994	17.94	17.94
04/06/1994	18.33	18.33
05/06/1994	19.78	19.78
06/06/1994	18.22	18.22
07/06/1994	17.22	17.22
08/06/1994	16.17	16.17
09/06/1994	16.94	16.94
10/06/1994	16.22	16.22
11/06/1994	16.17	16.17
12/06/1994	17.17	17.17
13/06/1994	17.28	17.28
14/06/1994	17.06	17.06
15/06/1994	17.78	17.78
16/06/1994	17.78	17.78
17/06/1994	17.61	17.61
18/06/1994	17.83	17.83
19/06/1994	16.83	16.83
20/06/1994	16.78	16.78
21/06/1994	17.06	17.06
22/06/1994	17.61	17.61
23/06/1994	16.06	16.06
24/06/1994	16.78	16.78
25/06/1994	15.78	15.78
26/06/1994	16.94	16.94
27/06/1994	15.44	15.44
28/06/1994	15.61	15.61
29/06/1994	16.89	16.89
30/06/1994	16.39	16.39
01/07/1994	16.50	16.50
02/07/1994	16.39	16.39
03/07/1994	15.89	15.89
04/07/1994	15.72	15.72
05/07/1994	17.28	17.28
06/07/1994	16.06	16.06
07/07/1994	16.83	16.83
08/07/1994	16.44	16.44
09/07/1994	16.67	16.67
10/07/1994	17.78	17.78
11/07/1994	17.78	17.78
12/07/1994	16.83	16.83
13/07/1994	16.56	16.56
14/07/1994	16.72	16.72
15/07/1994	15.17	15.17
16/07/1994	16.83	16.83
17/07/1994	16.33	16.33
18/07/1994	16.06	16.06
19/07/1994	16.00	16.00
20/07/1994	16.11	16.11
21/07/1994	17.00	17.00
22/07/1994	17.67	17.67
23/07/1994	16.56	16.56
24/07/1994	17.06	17.06
25/07/1994	15.89	15.89
26/07/1994	17.39	17.39
27/07/1994	16.94	16.94
28/07/1994	16.83	16.83
29/07/1994	16.33	16.33
30/07/1994	16.11	16.11
31/07/1994	15.56	15.56
01/08/1994	16.67	16.67
02/08/1994	18.17	18.17
03/08/1994	15.83	15.83
04/08/1994	15.89	15.89
05/08/1994	16.67	16.67
06/08/1994	16.56	16.56
07/08/1994	18.22	18.22
08/08/1994	18.11	18.11
09/08/1994	16.94	16.94
10/08/1994	17.44	17.44
11/08/1994	17.06	17.06
12/08/1994	18.89	18.89
13/08/1994	17.28	17.28
14/08/1994	17.50	17.50
15/08/1994	15.50	15.50
16/08/1994	17.00	17.00
17/08/1994	17.06	17.06
18/08/1994	16.17	16.17
19/08/1994	16.89	16.89
20/08/1994	15.72	15.72
21/08/1994	17.44	17.44
22/08/1994	18.22	18.22
23/08/1994	15.28	15.28
24/08/1994	16.78	16.78
25/08/1994	15.89	15.89
26/08/1994	17.28	17.28
27/08/1994	16.78	16.78
28/08/1994	16.89	16.89
29/08/1994	15.78	15.78
30/08/1994	15.67	15.67
31/08/1994	17.44	17.44
01/09/1994	17.50	17.50
02/09/1994	16.72	16.72
03/09/1994	16.78	16.78
04/09/1994	16.83	16.83
05/09/1994	17.50	17.50
06/09/1994	18.39	18.39
07/09/1994	18.00	18.00
08/09/1994	17.39	17.39
09/09/1994	15.44	15.44
10/09/1994	17.28	17.28
11/09/1994	17.50	17.50
12/09/1994	17.17	17.17
13/09/1994	18.06	18.06
14/09/1994	18.61	18.61
15/09/1994	18.61	18.61
16/09/1994	19.06	19.06
17/09/1994	18.22	18.22
18/09/1994	15.50	15.50
19/09/1994	18.50	18.50
20/09/1994	17.28	17.28
21/09/1994	18.06	18.06
22/09/1994	17.83	17.83
23/09/1994	18.78	18.78
24/09/1994	18.39	18.39
25/09/1994	18.28	18.28
26/09/1994	18.72	18.72
27/09/1994	16.78	16.78
28/09/1994	17.17	17.17
29/09/1994	17.00	17.00
30/09/1994	18.00	18.00
01/10/1994	17.78	17.78
02/10/1994	19.72	19.72
03/10/1994	17.22	17.22
04/10/1994	17.78	17.78
05/10/1994	19.44	19.44
06/10/1994	20.00	20.00
07/10/1994	17.72	17.72
08/10/1994	18.56	18.56
09/10/1994	18.33	18.33
10/10/1994	19.94	19.94
11/10/1994	19.56	19.56
12/10/1994	17.28	17.28
13/10/1994	15.67	15.67
14/10/1994	16.11	16.11
15/10/1994	19.50	19.50
16/10/1994	18.50	18.50
17/10/1994	17.78	17.78
18/10/1994	17.89	17.89
19/10/1994	17.11	17.11
20/10/1994	16.11	16.11
21/10/1994	16.06	16.06
22/10/1994	16.89	16.89
23/10/1994	17.06	17.06
24/10/1994	16.06	16.06
25/10/1994	19.89	19.89
26/10/1994	19.67	19.67
27/10/1994	19.28	19.28
28/10/1994	17.28	17.28
29/10/1994	18.06	18.06
30/10/1994	16.94	16.94
31/10/1994	17.89	17.89
01/11/1994	16.78	16.78
02/11/1994	17.22	17.22
03/11/1994	18.00	18.00
04/11/1994	16.83	16.83
05/11/1994	17.17	17.17
06/11/1994	17.22	17.22
07/11/1994	17.06	17.06
08/11/1994	16.61	16.61
09/11/1994	15.67	15.67
10/11/1994	17.00	17.00
11/11/1994	17.61	17.61
12/11/1994	16.28	16.28
13/11/1994	18.11	18.11
14/11/1994	17.61	17.61
15/11/1994	17.39	17.39
16/11/1994	16.72	16.72
17/11/1994	18.22	18.22
18/11/1994	16.17	16.17
19/11/1994	17.22	17.22
20/11/1994	18.33	18.33
21/11/1994	17.50	17.50
22/11/1994	17.94	17.94
23/11/1994	17.00	17.00
24/11/1994	20.06	20.06
25/11/1994	18.22	18.22
26/11/1994	19.56	19.56
28/11/1994	19.39	19.39
29/11/1994	18.72	18.72
30/11/1994	16.89	16.89
01/12/1994	18.67	18.67
02/12/1994	18.83	18.83
03/12/1994	16.89	16.89
04/12/1994	17.28	17.28
05/12/1994	17.22	17.22
06/12/1994	16.89	16.89
07/12/1994	17.33	17.33
08/12/1994	16.78	16.78
09/12/1994	18.17	18.17
10/12/1994	18.17	18.17
11/12/1994	17.33	17.33
12/12/1994	17.89	17.89
13/12/1994	16.22	16.22
14/12/1994	19.22	19.22
15/12/1994	19.06	19.06
16/12/1994	18.89	18.89
17/12/1994	21.50	21.50
18/12/1994	19.06	19.06
19/12/1994	17.17	17.17
20/12/1994	17.50	17.50
21/12/1994	18.78	18.78
22/12/1994	18.50	18.50
23/12/1994	19.22	19.22
24/12/1994	19.44	19.44
25/12/1994	19.28	19.28
26/12/1994	18.56	18.56
27/12/1994	19.28	19.28
28/12/1994	18.50	18.50
29/12/1994	20.06	20.06
30/12/1994	19.06	19.06
31/12/1994	19.11	19.11
01/01/1995	19.00	19.00
02/01/1995	20.11	20.11
03/01/1995	20.78	20.78
04/01/1995	21.67	21.67
05/01/1995	24.67	24.67
06/01/1995	21.44	21.44
07/01/1995	21.61	21.61
08/01/1995	20.22	20.22
09/01/1995	20.11	20.11
10/01/1995	19.94	19.94
11/01/1995	18.67	18.67
12/01/1995	20.17	20.17
13/01/1995	19.39	19.39
14/01/1995	19.94	19.94
15/01/1995	20.17	20.17
16/01/1995	22.89	22.89
17/01/1995	18.72	18.72
18/01/1995	19.44	19.44
19/01/1995	17.94	17.94
20/01/1995	19.06	19.06
21/01/1995	19.94	19.94
22/01/1995	20.00	20.00
23/01/1995	19.72	19.72
24/01/1995	21.11	21.11
25/01/1995	23.00	23.00
26/01/1995	21.17	21.17
27/01/1995	19.17	19.17
28/01/1995	19.44	19.44
29/01/1995	19.61	19.61
30/01/1995	19.78	19.78
31/01/1995	19.67	19.67
01/02/1995	19.89	19.89
02/02/1995	20.72	20.72
03/02/1995	20.94	20.94
04/02/1995	20.61	20.61
05/02/1995	20.11	20.11
06/02/1995	21.72	21.72
07/02/1995	23.22	23.22
08/02/1995	19.67	19.67
09/02/1995	18.50	18.50
10/02/1995	20.06	20.06
11/02/1995	19.28	19.28
12/02/1995	18.22	18.22
13/02/1995	17.33	17.33
14/02/1995	19.94	19.94
15/02/1995	16.89	16.89
16/02/1995	16.67	16.67
17/02/1995	19.50	19.50
18/02/1995	20.39	20.39
19/02/1995	20.06	20.06
20/02/1995	19.78	19.78
21/02/1995	20.61	20.61
22/02/1995	21.50	21.50
23/02/1995	20.39	20.39
24/02/1995	19.83	19.83
25/02/1995	20.72	20.72
26/02/1995	20.33	20.33
27/02/1995	21.06	21.06
28/02/1995	20.72	20.72
01/03/1995	22.17	22.17
02/03/1995	20.00	20.00
03/03/1995	17.50	17.50
04/03/1995	17.61	17.61
05/03/1995	18.50	18.50
06/03/1995	18.22	18.22
07/03/1995	20.89	20.89
08/03/1995	18.50	18.50
09/03/1995	20.83	20.83
10/03/1995	21.83	21.83
11/03/1995	20.11	20.11
12/03/1995	21.11	21.11
13/03/1995	21.11	21.11
14/03/1995	19.00	19.00
15/03/1995	18.22	18.22
16/03/1995	17.61	17.61
17/03/1995	18.78	18.78
18/03/1995	18.78	18.78
19/03/1995	19.22	19.22
20/03/1995	18.56	18.56
21/03/1995	17.94	17.94
22/03/1995	18.56	18.56
23/03/1995	16.67	16.67
24/03/1995	16.89	16.89
25/03/1995	17.39	17.39
26/03/1995	18.39	18.39
27/03/1995	20.11	20.11
28/03/1995	20.94	20.94
29/03/1995	19.39	19.39
30/03/1995	18.28	18.28
31/03/1995	16.56	16.56
01/04/1995	17.61	17.61
02/04/1995	19.78	19.78
03/04/1995	20.83	20.83
04/04/1995	19.06	19.06
05/04/1995	18.11	18.11
06/04/1995	18.50	18.50
07/04/1995	19.28	19.28
08/04/1995	18.50	18.50
09/04/1995	17.94	17.94
10/04/1995	18.00	18.00
11/04/1995	18.06	18.06
12/04/1995	18.61	18.61
13/04/1995	17.94	17.94
14/04/1995	20.44	20.44
15/04/1995	20.06	20.06
16/04/1995	17.06	17.06
17/04/1995	19.56	19.56
18/04/1995	19.50	19.50
19/04/1995	18.33	18.33
20/04/1995	18.28	18.28
21/04/1995	18.89	18.89
22/04/1995	20.61	20.61
23/04/1995	19.72	19.72
24/04/1995	19.72	19.72
25/04/1995	19.17	19.17
26/04/1995	19.11	19.11
27/04/1995	18.72	18.72
28/04/1995	18.89	18.89
29/04/1995	18.00	18.00
30/04/1995	18.50	18.50
01/05/1995	17.89	17.89
02/05/1995	19.17	19.17
03/05/1995	20.67	20.67
04/05/1995	19.50	19.50
05/05/1995	20.28	20.28
06/05/1995	19.17	19.17
07/05/1995	16.56	16.56
08/05/1995	18.56	18.56
09/05/1995	18.89	18.89
10/05/1995	17.56	17.56
11/05/1995	17.06	17.06
12/05/1995	16.50	16.50
13/05/1995	18.00	18.00
14/05/1995	17.94	17.94
15/05/1995	18.06	18.06
16/05/1995	17.33	17.33
17/05/1995	18.56	18.56
18/05/1995	18.00	18.00
19/05/1995	17.61	17.61
20/05/1995	18.39	18.39
21/05/1995	18.94	18.94
22/05/1995	17.56	17.56
23/05/1995	18.50	18.50
24/05/1995	16.78	16.78
25/05/1995	16.78	16.78
26/05/1995	16.89	16.89
27/05/1995	17.89	17.89
28/05/1995	17.61	17.61
29/05/1995	16.67	16.67
30/05/1995	17.06	17.06
31/05/1995	15.50	15.50
01/06/1995	17.83	17.83
02/06/1995	18.22	18.22
03/06/1995	19.67	19.67
04/06/1995	19.17	19.17
05/06/1995	18.72	18.72
06/06/1995	18.89	18.89
07/06/1995	17.33	17.33
08/06/1995	18.17	18.17
09/06/1995	17.94	17.94
10/06/1995	17.50	17.50
11/06/1995	18.78	18.78
12/06/1995	19.06	19.06
13/06/1995	21.28	21.28
14/06/1995	19.00	19.00
15/06/1995	19.06	19.06
16/06/1995	20.44	20.44
17/06/1995	17.83	17.83
18/06/1995	19.22	19.22
19/06/1995	18.67	18.67
20/06/1995	17.78	17.78
21/06/1995	18.33	18.33
22/06/1995	17.83	17.83
23/06/1995	19.72	19.72
24/06/1995	19.89	19.89
25/06/1995	17.44	17.44
26/06/1995	18.11	18.11
27/06/1995	18.72	18.72
28/06/1995	18.11	18.11
29/06/1995	15.06	15.06
30/06/1995	17.78	17.78
01/07/1995	17.06	17.06
02/07/1995	18.06	18.06
03/07/1995	16.83	16.83
04/07/1995	15.50	15.50
05/07/1995	18.33	18.33
06/07/1995	15.89	15.89
07/07/1995	17.44	17.44
08/07/1995	14.83	14.83
09/07/1995	15.61	15.61
10/07/1995	16.00	16.00
11/07/1995	15.33	15.33
12/07/1995	16.72	16.72
13/07/1995	17.67	17.67
14/07/1995	16.72	16.72
15/07/1995	16.78	16.78
16/07/1995	16.44	16.44
17/07/1995	16.50	16.50
18/07/1995	17.72	17.72
19/07/1995	16.56	16.56
20/07/1995	17.89	17.89
21/07/1995	16.89	16.89
22/07/1995	17.33	17.33
23/07/1995	17.89	17.89
24/07/1995	17.00	17.00
25/07/1995	16.56	16.56
26/07/1995	17.33	17.33
27/07/1995	16.11	16.11
28/07/1995	18.00	18.00
29/07/1995	17.67	17.67
30/07/1995	17.28	17.28
31/07/1995	16.61	16.61
01/08/1995	17.72	17.72
02/08/1995	17.94	17.94
03/08/1995	17.72	17.72
04/08/1995	17.61	17.61
05/08/1995	17.39	17.39
06/08/1995	16.50	16.50
07/08/1995	15.22	15.22
08/08/1995	16.39	16.39
09/08/1995	17.61	17.61
10/08/1995	17.89	17.89
11/08/1995	18.56	18.56
12/08/1995	16.06	16.06
13/08/1995	16.61	16.61
14/08/1995	16.89	16.89
15/08/1995	17.11	17.11
16/08/1995	17.17	17.17
17/08/1995	17.33	17.33
18/08/1995	18.56	18.56
19/08/1995	18.50	18.50
20/08/1995	17.83	17.83
21/08/1995	17.56	17.56
22/08/1995	17.83	17.83
23/08/1995	18.67	18.67
24/08/1995	18.89	18.89
25/08/1995	18.44	18.44
26/08/1995	19.28	19.28
27/08/1995	18.94	18.94
28/08/1995	17.39	17.39
29/08/1995	17.28	17.28
30/08/1995	16.89	16.89
31/08/1995	16.78	16.78
01/09/1995	16.83	16.83
02/09/1995	19.00	19.00
03/09/1995	17.06	17.06
04/09/1995	17.33	17.33
05/09/1995	15.11	15.11
06/09/1995	17.17	17.17
07/09/1995	17.11	17.11
08/09/1995	15.33	15.33
09/09/1995	15.83	15.83
10/09/1995	17.39	17.39
11/09/1995	18.44	18.44
12/09/1995	18.56	18.56
13/09/1995	18.17	18.17
14/09/1995	14.50	14.50
15/09/1995	16.11	16.11
16/09/1995	18.83	18.83
17/09/1995	16.00	16.00
18/09/1995	15.50	15.50
19/09/1995	15.33	15.33
20/09/1995	17.61	17.61
21/09/1995	20.33	20.33
22/09/1995	18.28	18.28
23/09/1995	17.22	17.22
24/09/1995	17.67	17.67
25/09/1995	18.83	18.83
26/09/1995	17.44	17.44
27/09/1995	16.44	16.44
28/09/1995	17.94	17.94
29/09/1995	17.61	17.61
30/09/1995	17.28	17.28
01/10/1995	15.11	15.11
02/10/1995	14.94	14.94
03/10/1995	16.28	16.28
04/10/1995	16.56	16.56
05/10/1995	16.89	16.89
06/10/1995	18.22	18.22
07/10/1995	17.06	17.06
08/10/1995	15.89	15.89
09/10/1995	18.28	18.28
10/10/1995	15.83	15.83
11/10/1995	18.00	18.00
12/10/1995	18.22	18.22
13/10/1995	17.11	17.11
14/10/1995	15.06	15.06
15/10/1995	17.83	17.83
16/10/1995	18.50	18.50
17/10/1995	18.22	18.22
18/10/1995	16.89	16.89
19/10/1995	16.83	16.83
20/10/1995	16.67	16.67
21/10/1995	17.83	17.83
22/10/1995	18.11	18.11
23/10/1995	15.94	15.94
24/10/1995	16.67	16.67
25/10/1995	16.44	16.44
26/10/1995	15.28	15.28
27/10/1995	16.72	16.72
28/10/1995	18.06	18.06
29/10/1995	17.44	17.44
30/10/1995	17.06	17.06
31/10/1995	16.83	16.83
01/11/1995	18.39	18.39
02/11/1995	17.28	17.28
03/11/1995	18.11	18.11
04/11/1995	18.72	18.72
05/11/1995	17.11	17.11
06/11/1995	16.56	16.56
07/11/1995	15.17	15.17
08/11/1995	16.11	16.11
09/11/1995	18.67	18.67
10/11/1995	17.39	17.39
11/11/1995	17.83	17.83
12/11/1995	16.83	16.83
13/11/1995	16.72	16.72
14/11/1995	15.56	15.56
15/11/1995	16.22	16.22
16/11/1995	17.56	17.56
17/11/1995	17.89	17.89
18/11/1995	16.06	16.06
19/11/1995	17.44	17.44
20/11/1995	17.33	17.33
21/11/1995	16.50	16.50
22/11/1995	18.44	18.44
23/11/1995	15.56	15.56
24/11/1995	16.89	16.89
25/11/1995	18.94	18.94
26/11/1995	20.83	20.83
27/11/1995	17.56	17.56
28/11/1995	17.89	17.89
29/11/1995	19.00	19.00
30/11/1995	18.11	18.11
01/12/1995	16.78	16.78
02/12/1995	17.83	17.83
03/12/1995	15.33	15.33
04/12/1995	15.28	15.28
05/12/1995	15.72	15.72
06/12/1995	18.44	18.44
07/12/1995	17.83	17.83
08/12/1995	17.39	17.39
09/12/1995	18.11	18.11
10/12/1995	18.17	18.17
11/12/1995	16.89	16.89
12/12/1995	14.56	14.56
13/12/1995	16.44	16.44
14/12/1995	14.83	14.83
15/12/1995	15.67	15.67
16/12/1995	16.56	16.56
17/12/1995	16.78	16.78
18/12/1995	15.67	15.67
19/12/1995	17.28	17.28
20/12/1995	17.11	17.11
21/12/1995	18.67	18.67
22/12/1995	18.06	18.06
23/12/1995	18.11	18.11
24/12/1995	18.28	18.28
25/12/1995	18.06	18.06
26/12/1995	17.56	17.56
27/12/1995	16.44	16.44
28/12/1995	17.44	17.44
29/12/1995	18.33	18.33
30/12/1995	17.39	17.39
31/12/1995	17.72	17.72
01/01/1996	16.72	16.72
